var_name,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9
TOC,0.05757938301535237,0.08614271097177173,0.07291157829788919,0.0702138271639623,0.11106284544204027,0.08603869976241896,0.09751838917659661,0.10720432307835305,
PH,0.13865778956034192,0.20101689843992665,0.18356450342205965,0.1692022933377032,0.24330176816625346,0.2134915074150262,0.24302187278730958,0.23690560147231043,
TN,0.039842868579592405,0.09701955906162163,0.07748729680810962,0.0729248270530094,0.1524021685973843,0.13181659605086837,0.16608129523781068,0.18050650513127264,
SN,0.2305562765177085,0.20182078339531517,0.20028114064078428,0.19707661954909583,0.16539274146465824,0.16823384585613044,0.18129168471154944,0.15872813417624088,
SP,0.000623553140099542,0.009852423399959398,0.00558571928856888,0.004348843617285714,0.050020458890975505,0.03538155830492973,0.04614971055103856,0.05759218323793269,
SK,0.0010290200562570462,0.0006937955248491612,2.5818772544594637e-05,5.7015717246367e-06,0.008465744468931113,0.003503804616569295,0.0077956524859770235,0.01038773550368255,
WT,0.0033363990849156755,0.007770073950724487,0.005479300326698966,0.004274541994403469,0.06622804088905265,0.051531618505374466,0.06480038513943431,0.08068581147008758,
