var_name,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9
TOC,0.001212594063644934,8.491603008864423e-06,9.349833664962226e-06,0.00015544335798500786,0.00128800404239926,0.0009678386228517688,0.0011841106292823644,0.0010829061681405516,0.0009274890332867658
PH,0.0031003971081958737,9.73551049897603e-05,7.69685240431528e-06,4.8384507391974196e-05,0.0014456513608358532,0.0011955331929377477,0.0018844292560744602,0.001159921106287709,0.0008159318033209573
TN,5.6988359346199495e-05,3.8277146966247955e-05,1.7866986360637327e-05,5.689821125032246e-06,0.0010813168722856314,0.0009562138681583621,0.0018603933001305473,0.001638295796024147,0.0014349328380622861
SN,0.06403897033427086,0.01708363824527004,0.022157430337893635,0.028074698310124657,0.02943639423770361,0.032489335658066,0.03372045890531261,0.02767122415085788,0.023905250777340625
SP,0.015777188946332732,0.009469118761455397,0.010665652040385165,0.011072216143072189,0.004169974742245008,0.005123344889305659,0.004302830738276864,0.003836344850160156,0.0033668663520547426
SK,0.00010830921128723858,6.5908807608261455e-06,2.3022756123758367e-07,3.2464287624822674e-07,0.00020222088454779907,5.9444992585810936e-05,0.0002802679860897106,0.0003256646383644757,0.0003284336592894732
WT,0.6900444175842874,0.8478580285859374,0.8312144222701257,0.8098233663043333,0.8128030055417721,0.8033193082240944,0.8104594596424248,0.8245895282804143,0.8341787332304199
