var_name,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9
TOC,0.0732568642463296,0.12179173663039422,0.1025597386911552,0.09797073714144189,0.14692719762606976,0.12014450870228634,0.12969833486175508,0.1438746708291353,
PH,0.1292104865042425,0.18011894048553112,0.16036441713509886,0.1481882500900078,0.2127485279772482,0.18503266355534223,0.21464005730036362,0.21141333287194708,
TN,0.049746261847249174,0.1150756822555723,0.09190820932845734,0.08670588250531985,0.16647195751035704,0.14514617291623289,0.17952855614344077,0.1945043551335287,
SN,0.3012846803772018,0.2721795300532497,0.2697443302922725,0.2661498264098695,0.23051393587451496,0.23841438829262285,0.25482705207718914,0.2265721819999964,
SP,0.0003853552083263878,0.010222873337760285,0.006253034391481838,0.005204329660354556,0.05462332543545135,0.03958447008740129,0.04794532724908385,0.06208127257217667,
SK,0.003620885206523483,0.011423107238391794,0.007853253928504111,0.0070107227807950645,0.02457635034346839,0.01666588005104952,0.024324363875979915,0.027781563003683063,
WT,0.00441368095336625,0.004357354448962014,0.002777632757867576,0.0023952005006039334,0.04842996307801395,0.03870801007401614,0.04715899446364047,0.06324823800900536,
